$no_asm,$no_8x8dct,$no_cabac,$no_deblock,$no_fast_pskip,$no_mbtree,$no_mixed_refs,$no_weightb,$rc_lookahead,$rc_lookahead_20,$rc_lookahead_40,$rc_lookahead_60,$ref,$ref_1,$ref_5,$ref_9,$<Performance
1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,299.690
1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,576.540
1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,381.403
1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,821.510
1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,263.643
1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,485.660
1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,521.843
1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,706.247
1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,263.920
1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,295.423
1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,408.627
1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,299.840
1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,705.397
1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,508.767
1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,261.203
1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,807.437
1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,652.483
1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,295.367
1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,643.983
1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,521.607
1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,773.277
1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,496.893
1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,252.780
1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,590.550
1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,571.510
1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,714.667
1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,275.987
1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,268.603
1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,704.220
1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,476.223
1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,613.397
1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,428.373
1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,683.750
1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,775.853
1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,310.577
1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,270.660
1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,807.000
1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,497.990
1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,305.500
1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,279.853
1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,299.850
1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,652.653
1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,513.233
1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,535.627
1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,365.443
1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,556.340
1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,258.113
1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,268.263
1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,713.577
1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,544.750
1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,521.510
1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,587.240
1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,476.310
1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,611.433
1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,418.190
1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,731.217
1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,279.247
1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,279.150
1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,299.960
1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,743.123
1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,270.657
1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,513.233
1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,609.697
1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,363.560
1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,438.197
1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,631.053
1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,305.480
1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,382.980
1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,366.837
1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,378.283
1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,519.153
1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,609.330
1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,495.723
1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,482.613
1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,428.083
1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,299.867
1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,611.043
1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,414.847
1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,380.840
1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,498.827
1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,510.210
1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,275.433
1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,432.723
1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,494.257
1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,493.703
1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,707.597
1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,493.960
1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,809.937
1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,299.750
1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,295.680
1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,266.527
1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,408.617
1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,432.757
1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,430.697
1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,268.017
1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,247.693
1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,291.603
1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,463.240
1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,644.033
1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,247.537
1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,494.320
1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,310.177
1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,773.670
1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,731.410
1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,631.283
1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,428.263
1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,295.610
1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,264.380
1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,590.837
1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,564.030
1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,775.663
1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,616.133
1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,433.223
1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,287.063
1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,269.583
1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,740.210
1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,439.260
1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,488.260
1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,247.507
1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,304.960
1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,555.613
1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,279.260
1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,266.670
1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,295.620
1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,304.900
1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,734.210
1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,607.927
1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,275.427
1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,492.367
1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,821.963
1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,266.190
1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,275.310
1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,610.957
1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,629.397
1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,516.767
1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,562.067
1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,519.027
1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,773.463
1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,651.490
1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,521.443
1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,476.913
1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,263.363
1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,589.740
1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,262.563
1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,362.037
1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,368.630
1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,251.823
1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,456.363
1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,299.770
1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,607.537
1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,305.030
1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,268.110
1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,809.530
1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,444.600
1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,604.887
1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,260.617
1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,780.657
1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,613.517
1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,260.550
1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,494.597
1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,279.037
1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,269.523
1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,295.490
1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,439.607
1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,587.773
1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,612.643
1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,680.477
1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,299.813
1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,436.117
1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,508.340
1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,304.997
1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,536.950
1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,486.637
1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,361.703
1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,305.040
1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,821.520
1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,644.357
1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,444.520
1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,505.857
1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,564.093
1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,511.580
1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,291.277
1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,254.587
1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,491.237
1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,262.530
1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,508.423
1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,493.440
1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,277.813
1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,581.407
1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,286.470
1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,256.820
1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,497.803
1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,632.063
1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,607.627
1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,254.110
1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,249.463
1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,672.137
1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,279.753
1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,262.793
1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,244.333
1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,287.060
1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,463.500
1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,414.833
1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,268.207
1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,585.350
1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,305.283
1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,253.080
1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,380.277
1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,291.587
1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,666.493
1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,576.277
1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,561.927
1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,494.267
1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,261.310
1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,488.773
1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,781.163
1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,446.680
1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,580.543
1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,305.443
1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,310.317
1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,419.397
1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,492.663
1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,555.260
1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,305.383
1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,364.497
1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,295.503
1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,263.853
1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,666.553
1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,495.490
1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,561.790
1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,543.463
1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,299.733
1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,279.753
1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,573.400
1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,433.000
1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,482.877
1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,573.460
1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,260.480
1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,256.333
1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,259.807
1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,536.877
1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,276.010
1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,715.747
1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,310.580
1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,382.010
1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,492.427
1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,631.043
1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,295.333
1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,414.243
1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,576.217
1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,295.447
1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,426.527
1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,295.413
1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,413.913
1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,275.690
1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,310.283
1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,580.577
1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,287.113
1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,817.340
1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,721.757
1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,291.010
1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,588.540
1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,573.757
1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,783.517
1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,571.350
1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,252.630
1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,482.257
1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,561.847
1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,442.500
1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,443.647
1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,455.400
1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,784.020
1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,278.120
1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,580.410
1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,444.333
1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,310.253
1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,729.300
1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,445.667
1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,775.680
1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,690.590
1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,275.927
1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,246.487
1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,270.090
1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,299.627
1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,432.677
1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,427.493
1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,279.157
1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,262.170
1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,279.130
1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,651.200
1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,509.523
1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,482.903
1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,818.040
1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,421.113
1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,645.510
1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,414.670
1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,310.287
1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,268.763
1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,573.630
1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,773.387
1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,713.390
1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,513.530
1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,446.633
1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,744.893
1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,276.027
1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,555.580
1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,279.217
1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,252.963
1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,462.627
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,687.390
1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,651.640
1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,631.737
1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,580.737
1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,380.663
1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,295.410
1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,690.463
1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,721.563
1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,690.390
1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,246.200
1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,368.987
1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,295.470
1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,435.977
1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,382.883
1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,414.737
1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,492.267
1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,716.033
1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,462.500
1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,286.457
1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,275.920
1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,414.687
1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,463.390
1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,712.953
