$time_passes,$gvn,$instcombine,$inline,$jump_threading,$simplifycfg,$sccp,$print_used_types,$ipsccp,$iv_users,$licm,$<Performance
1,1,0,0,1,1,1,1,1,1,1,236.58
1,0,1,1,1,0,1,0,1,1,1,251.52
1,0,0,0,1,1,0,1,0,1,1,215.18
1,1,0,0,0,0,1,1,0,0,1,234.70
1,0,0,0,0,0,0,1,0,0,1,216.64
1,1,1,1,0,1,1,1,1,1,1,266.52
1,0,1,0,1,0,1,0,1,0,0,219.40
1,0,1,0,0,1,0,1,0,1,1,231.63
1,1,1,1,1,0,1,0,0,0,0,254.34
1,1,0,1,1,1,1,1,1,0,0,234.34
1,0,0,1,0,1,1,1,0,1,1,261.90
1,0,1,1,0,0,1,1,1,0,0,224.99
1,0,0,1,0,0,1,0,1,1,0,215.85
1,0,0,1,0,1,1,0,1,1,0,215.94
1,1,1,0,0,0,1,1,1,1,0,245.16
1,1,1,1,1,1,1,1,1,0,0,240.54
1,0,0,0,0,1,1,0,1,1,0,203.98
1,1,1,0,0,0,0,0,0,0,0,232.70
1,1,0,0,0,1,0,0,0,1,0,222.24
1,1,0,0,0,1,1,0,1,1,1,237.51
1,1,1,1,0,0,1,1,1,1,0,252.58
1,1,0,1,1,1,0,0,0,1,0,233.74
1,1,1,0,0,1,1,0,0,1,1,250.67
1,1,1,0,0,0,1,0,0,1,1,247.69
1,1,1,0,0,0,1,0,1,1,0,238.78
1,1,0,0,0,0,0,1,0,0,0,227.85
1,0,0,1,0,1,0,0,0,1,0,209.58
1,0,1,0,1,0,1,0,0,0,0,222.82
1,1,0,0,0,1,1,1,1,0,1,234.95
1,1,0,0,0,1,0,1,0,1,0,223.21
1,0,1,1,0,0,1,0,0,1,0,226.88
1,1,0,1,0,1,1,1,1,1,1,254.59
1,1,1,0,0,1,1,0,1,0,0,243.52
1,1,0,1,0,1,0,1,0,1,0,232.96
1,0,1,1,0,0,1,0,1,0,0,229.19
1,0,1,1,0,0,0,1,0,0,1,248.90
1,0,1,0,1,1,1,0,0,0,1,236.43
1,0,1,0,0,0,1,1,1,1,0,223.30
1,0,1,0,0,1,0,1,0,0,1,235.85
1,1,0,0,0,0,1,0,1,1,1,235.12
1,1,0,0,0,1,0,1,0,1,1,231.89
1,0,1,1,1,0,1,0,1,0,1,249.30
1,0,0,1,1,0,0,1,0,1,0,209.84
1,0,0,0,0,1,1,1,1,1,1,218.59
1,1,0,0,1,0,1,0,1,0,0,228.28
1,1,0,0,1,0,0,0,0,1,0,221.61
1,1,1,0,1,0,1,1,0,0,1,251.32
1,0,1,0,0,1,0,0,0,1,0,217.70
1,1,0,0,0,1,1,0,0,1,0,227.18
1,0,0,1,1,1,0,1,0,0,0,212.71
1,0,0,1,1,0,1,0,1,1,1,259.50
1,1,0,1,1,1,1,0,0,0,1,240.43
1,1,0,1,0,1,1,0,1,0,1,250.26
1,0,1,1,1,0,1,0,0,1,0,230.57
1,0,0,1,1,0,1,1,1,1,0,215.74
1,1,1,1,0,0,1,1,0,0,0,256.45
1,0,0,0,0,0,1,1,1,1,0,201.52
1,0,1,0,1,0,1,0,1,0,1,234.47
1,0,0,1,1,0,1,0,0,0,0,214.34
1,1,1,1,1,0,1,0,1,1,0,255.39
1,0,0,0,0,1,1,1,0,0,0,203.19
1,1,0,0,0,1,1,1,0,0,0,227.44
1,0,1,0,1,1,1,1,1,0,0,219.77
1,1,1,1,1,1,1,1,1,1,1,267.51
1,1,0,1,0,0,1,1,0,1,1,246.87
1,0,1,1,1,0,1,1,1,0,1,250.45
1,0,0,1,0,0,0,0,0,1,0,207.75
1,0,1,0,1,0,1,0,1,0,1,232.47
1,0,0,1,1,0,1,1,1,0,0,214.31
1,0,1,1,0,0,1,1,0,1,1,247.43
1,1,0,1,0,1,0,1,0,0,0,242.55
1,0,0,0,0,1,0,1,0,0,1,219.31
1,1,0,0,1,1,1,1,0,1,1,234.45
1,1,0,0,1,1,1,0,1,0,1,236.64
1,1,1,0,0,0,1,1,1,0,0,236.89
1,0,1,1,1,1,1,1,1,1,0,225.16
1,1,1,0,1,0,1,1,1,1,0,245.22
1,0,0,0,0,0,1,0,0,0,0,204.99
1,0,1,0,0,1,1,0,1,1,1,233.43
1,1,1,1,0,0,1,0,1,0,1,267.43
1,1,1,0,1,1,0,1,0,0,1,252.82
1,1,0,0,0,1,1,0,0,0,1,237.89
1,1,0,1,1,0,1,0,0,0,1,252.43
1,1,1,0,0,1,0,1,0,1,1,250.34
1,1,0,0,0,1,1,0,1,0,0,227.39
1,0,0,0,1,1,1,1,0,1,0,203.86
1,1,0,0,0,1,1,0,1,0,0,224.34
1,1,1,1,1,1,0,1,0,1,1,260.69
1,0,0,1,0,0,1,1,1,1,1,264.64
1,0,0,1,1,1,1,1,0,0,1,263.43
1,1,1,0,0,1,1,1,0,0,0,247.28
1,1,0,0,0,0,1,1,0,1,1,232.27
1,0,0,0,0,1,1,1,0,0,1,215.48
1,0,1,1,0,0,1,0,1,0,0,227.13
1,1,1,1,0,0,1,1,1,1,1,264.93
1,1,1,1,1,1,1,1,1,0,1,252.45
1,0,1,0,0,0,1,1,1,1,1,232.47
1,0,0,1,1,0,0,0,0,0,0,217.29
1,1,0,0,0,0,0,0,0,0,1,267.43
1,0,1,0,1,1,1,0,1,1,0,222.56
1,1,0,1,1,0,1,0,1,0,1,247.79
1,1,0,0,1,1,1,1,1,0,1,253.47
1,1,0,0,1,0,1,1,1,0,0,230.13
1,0,1,1,0,0,0,0,0,1,0,224.49
1,0,1,0,1,1,1,0,1,1,0,220.80
1,0,1,1,0,1,1,1,0,0,1,247.87
1,1,1,1,0,1,1,0,1,0,1,262.68
1,1,1,1,0,0,1,0,0,1,0,247.77
1,1,1,1,1,1,0,1,0,0,1,267.59
1,1,0,1,1,1,1,0,1,0,0,240.73
1,0,1,0,0,0,0,0,0,1,0,216.40
1,1,1,0,1,0,1,1,1,0,0,244.26
1,1,1,0,0,0,1,1,1,0,1,246.81
1,0,1,0,1,1,1,1,1,1,1,235.96
1,1,0,0,1,0,0,0,0,0,1,256.22
1,0,1,0,1,1,1,0,1,0,0,222.16
1,1,0,1,1,0,0,1,0,1,1,244.85
1,1,1,0,1,1,1,0,1,0,1,252.28
1,1,0,0,1,0,1,0,0,1,0,223.34
1,0,1,1,1,1,1,1,1,1,0,231.20
1,1,1,0,0,0,1,0,1,0,0,243.37
1,1,0,0,1,0,1,1,0,0,0,231.80
1,0,1,1,1,0,1,1,1,0,0,229.95
1,1,0,1,1,0,0,0,0,1,0,231.33
1,0,0,0,0,1,0,1,0,1,1,214.65
1,0,0,1,1,0,1,0,1,0,1,257.17
1,0,0,1,1,0,1,1,0,0,0,211.59
1,0,0,1,0,1,0,1,0,0,1,263.58
1,0,0,1,1,0,1,0,0,1,1,264.18
1,1,0,1,0,1,1,1,1,1,0,241.57
1,0,1,1,1,0,0,0,0,0,1,269.52
1,0,0,0,1,1,1,1,1,1,0,206.23
1,1,0,1,0,1,1,1,0,1,1,248.63
1,1,0,0,0,1,0,1,0,0,1,239.59
1,1,1,1,1,1,1,1,1,0,0,251.13
1,1,0,0,0,1,0,1,0,0,0,231.34
1,0,1,1,0,0,1,0,1,1,0,227.40
1,0,1,1,0,1,1,0,1,0,1,248.71
1,0,1,1,0,1,1,0,1,1,0,230.47
1,0,0,1,0,0,0,1,0,1,0,212.94
1,0,0,0,1,1,1,0,1,1,1,218.40
1,0,1,0,0,1,1,1,0,0,1,232.59
1,1,0,1,1,0,1,1,1,1,1,251.25
1,0,0,0,1,1,1,1,0,0,1,216.91
1,1,0,0,1,1,1,0,1,0,0,227.91
1,1,0,1,1,0,1,1,1,0,1,249.87
1,1,0,1,0,1,1,1,1,0,1,248.70
1,1,1,0,0,0,0,0,0,0,1,238.23
1,1,1,0,1,1,0,1,0,1,0,240.21
1,1,0,0,0,0,1,0,0,0,0,229.17
1,1,1,1,0,0,1,1,1,1,0,250.62
1,1,1,1,1,1,1,1,1,1,1,253.67
1,1,1,1,0,1,1,1,0,0,1,264.93
1,1,0,1,0,1,1,1,1,1,1,252.75
1,1,1,0,1,1,1,1,1,1,1,254.12
1,1,1,0,1,1,1,1,1,1,0,247.17
1,0,0,1,1,0,1,0,1,1,0,213.85
1,1,1,1,0,0,1,0,1,0,0,251.58
1,0,0,0,1,0,1,0,1,0,0,203.56
1,0,1,0,1,0,0,1,0,0,0,221.78
1,1,0,0,0,0,1,0,0,1,0,221.25
1,0,1,1,1,1,1,0,0,0,1,268.55
1,0,1,0,1,1,1,0,1,0,1,234.13
1,1,1,1,0,1,0,0,0,0,1,266.97
1,1,0,1,1,1,0,0,0,0,1,239.50
1,1,1,0,1,0,1,1,1,1,1,251.79
1,1,0,1,0,0,1,1,1,0,1,252.52
1,1,1,1,1,0,1,1,1,1,0,255.36
1,0,1,0,0,0,1,1,0,0,0,220.42
1,0,1,1,1,0,1,1,1,1,1,251.25
1,0,0,1,1,0,1,1,1,1,1,264.29
1,0,1,1,1,1,0,1,0,1,0,227.29
1,1,1,0,0,0,1,1,1,1,1,250.24
1,1,1,0,0,1,1,0,1,1,1,249.72
1,0,0,1,0,0,1,1,0,1,0,211.19
1,0,0,0,1,1,0,0,0,0,0,205.95
1,0,0,0,1,0,0,1,0,1,1,217.19
1,0,1,1,1,1,1,1,1,1,1,248.58
1,1,0,0,1,0,1,0,1,1,0,224.53
1,1,0,1,1,0,1,1,0,1,1,247.13
1,0,0,0,0,0,1,0,0,1,1,214.37
1,0,1,0,1,0,1,1,1,0,1,235.79
1,0,0,0,1,1,1,0,1,1,0,205.47
1,0,0,1,0,0,1,1,0,1,1,261.13
1,1,0,0,0,1,1,1,0,1,1,233.79
1,0,0,1,0,1,1,0,1,0,1,258.16
1,1,0,1,0,0,1,0,0,0,1,253.98
1,1,1,1,1,0,1,0,1,0,1,262.22
1,1,1,1,0,0,1,1,0,1,1,260.17
1,1,0,1,0,0,0,1,0,1,0,235.17
1,1,0,1,0,0,1,0,1,0,0,238.25
1,0,1,0,1,1,1,0,1,1,1,235.79
1,0,0,0,0,0,1,1,1,1,0,205.99
1,1,0,0,0,1,0,0,0,0,0,230.74
1,1,1,0,1,1,1,0,1,0,0,241.23
1,1,0,1,0,1,1,0,1,1,1,254.27
1,1,0,0,1,0,1,1,0,1,1,233.12
1,0,0,1,1,1,1,0,1,1,1,262.67
1,1,1,0,1,0,0,1,0,0,0,246.27
1,1,1,0,1,1,1,0,1,0,0,243.96
1,1,1,0,1,1,1,1,0,1,1,250.48
1,0,1,1,1,0,1,0,0,0,0,230.80
1,0,0,0,1,0,0,0,0,1,1,212.92
1,0,0,0,0,1,0,0,0,1,1,213.48
1,0,0,1,0,1,1,0,0,1,0,212.44
1,0,1,1,0,1,1,1,1,0,0,230.94
1,0,0,0,0,1,1,1,1,0,1,217.73
1,0,1,0,1,0,1,1,0,0,1,237.41
1,1,0,1,0,0,1,0,1,1,1,248.78
1,1,1,1,1,1,1,0,1,0,0,250.73
1,0,1,0,1,0,1,1,1,1,0,223.42
1,1,1,1,1,1,1,0,1,0,0,253.65
1,0,1,1,1,0,0,1,0,0,0,232.14
1,1,1,0,1,1,0,0,0,0,1,254.73
1,1,1,0,0,0,1,0,0,1,0,237.75
1,1,0,0,0,0,1,0,1,0,1,232.62
1,0,1,0,0,1,1,1,1,1,1,236.53
1,0,0,1,0,1,0,0,0,0,1,266.19
1,1,1,0,0,1,1,1,1,1,1,252.77
1,1,0,0,1,1,0,0,0,1,1,232.22
1,1,1,1,0,0,1,1,0,0,1,268.58
1,0,0,1,0,0,1,1,1,0,0,208.37
1,1,1,0,0,1,0,0,0,0,1,255.21
1,1,1,0,1,1,1,0,0,0,0,246.50
1,0,1,0,0,0,0,1,0,1,1,233.66
1,1,1,0,1,0,0,0,0,0,0,245.94
1,1,0,0,0,0,1,0,1,1,0,223.68
1,1,0,0,0,0,0,1,0,1,1,233.33
1,0,1,0,1,1,1,1,1,0,0,231.16
1,1,0,1,1,0,1,0,1,1,1,253.82
1,1,0,0,1,0,1,1,0,1,0,224.30
1,0,1,1,0,1,1,1,0,1,0,228.86
1,0,0,1,0,1,1,1,1,1,0,218.32
1,1,1,0,0,1,1,0,1,0,0,245.20
1,1,1,0,0,0,1,1,1,1,1,253.51
1,0,0,0,1,1,0,0,0,1,0,200.92
1,1,0,0,0,0,1,1,1,1,1,234.10
1,0,0,1,1,1,1,0,1,0,1,261.43
1,1,0,1,0,0,0,1,0,1,1,247.63
1,1,1,0,1,1,1,1,0,0,0,244.61
1,1,1,1,0,1,1,1,0,1,1,261.68
1,0,0,1,1,1,1,1,1,1,1,264.40
1,0,0,1,1,1,1,1,1,0,0,217.29
1,0,0,0,0,0,1,1,0,0,0,202.39
1,1,0,0,1,1,0,1,0,0,1,238.74
1,0,0,0,1,0,1,0,1,1,0,205.87
1,0,1,0,1,1,0,1,0,0,0,222.90
1,1,0,1,1,0,1,0,1,1,0,239.60
1,0,0,1,1,0,1,1,0,1,0,212.45
1,0,0,0,1,1,1,1,1,0,0,204.29
1,1,0,0,1,0,0,1,0,0,0,228.94
1,1,0,0,1,1,0,0,0,0,0,229.86
1,0,0,1,0,0,0,0,0,0,1,220.87
1,1,1,0,1,0,1,0,1,0,1,249.44
1,0,1,0,1,1,1,1,1,0,1,234.92
1,0,1,0,0,0,1,0,1,0,0,221.17
1,0,0,0,1,0,1,1,1,0,0,205.74
1,1,0,1,0,1,1,1,1,0,0,237.37
1,1,1,1,0,0,0,1,0,0,0,253.53
1,0,1,1,0,0,1,0,1,0,1,248.43
1,0,0,1,0,1,1,0,1,0,0,214.38
1,1,0,0,0,0,1,0,0,0,1,237.13
1,1,1,1,1,0,0,1,0,0,0,256.47
1,1,0,0,1,0,1,0,1,0,1,235.21
1,0,0,1,1,1,1,1,0,1,1,263.19
1,1,1,1,0,0,0,0,0,0,1,253.15
1,0,0,0,0,0,0,1,0,1,1,216.59
1,0,1,1,1,0,1,0,1,0,0,227.75
1,0,0,1,1,0,0,0,0,1,1,255.44
1,1,1,0,1,1,1,1,1,0,1,251.81
1,0,0,0,0,1,1,0,1,0,0,201.83
1,1,1,1,1,0,1,1,1,1,1,264.60
1,0,0,1,1,1,1,0,1,0,0,213.41
1,1,0,1,0,0,0,0,0,1,0,230.17
1,0,1,0,1,0,0,1,0,0,1,234.38
1,0,0,0,0,1,1,1,1,1,0,206.35
1,1,1,1,1,1,1,1,1,1,0,255.87
1,1,1,1,0,1,0,0,0,1,1,260.50
1,0,1,0,1,0,1,1,0,0,0,221.57
1,0,0,0,1,1,1,1,0,1,1,216.91
1,1,1,1,0,1,1,1,1,1,1,268.42
1,1,0,1,0,1,1,1,1,0,0,240.50
1,0,1,0,0,0,1,0,1,0,0,218.82
1,1,0,0,1,0,1,0,0,0,0,231.19
1,0,0,0,0,1,1,0,1,0,0,202.63
1,1,0,0,1,0,1,1,0,0,1,237.63
1,1,0,0,0,1,1,0,1,0,1,233.12
1,1,1,1,0,1,1,1,0,0,0,252.68
1,1,0,0,1,0,1,0,1,1,1,235.95
1,1,0,1,1,0,0,0,0,0,0,257.51
1,1,0,0,1,1,1,0,1,1,0,227.27
1,1,0,0,0,1,1,0,0,0,0,229.68
1,0,0,1,0,1,0,1,0,1,1,263.75
1,1,1,1,1,0,0,0,0,0,0,243.78
1,0,1,1,0,1,0,1,0,1,1,246.65
1,0,0,1,1,0,1,1,1,1,0,216.91
1,0,1,0,0,0,0,1,0,0,0,221.38
1,1,0,0,1,1,0,1,0,1,1,235.57
1,1,0,1,0,1,1,1,0,0,1,250.57
1,1,0,1,0,0,1,1,1,1,0,240.99
1,0,1,0,1,0,1,0,0,1,1,233.42
1,0,0,1,1,0,0,1,0,0,1,264.74
1,0,1,0,0,1,1,1,0,1,0,220.21
1,0,1,1,1,0,1,1,1,0,1,246.67
